"number","category","subcategory"
"INC0259411","Degraded Service",""
"INC0259410","Assistance",""
"INC0259409","Degraded Service",""
"INC0259408","Degraded Service",""
"INC0259407","Degraded Service",""
"INC0259406","Degraded Service",""
"INC0259405","Assistance",""
"INC0259404","Degraded Service",""
"INC0259403","Degraded Service",""
"INC0259402","Degraded Service",""
"INC0259401","Degraded Service",""
"INC0259400","Hardware",""
"INC0259399","Degraded Service",""
"INC0259398","Degraded Service",""
"INC0259397","Assistance",""
"INC0259396","Degraded Service",""
"INC0259395","Degraded Service",""
"INC0259394","Degraded Service",""
"INC0259393","Hardware",""
"INC0259392","Degraded Service",""
"INC0259391","Assistance",""
"INC0259390","Degraded Service",""
"INC0259389","Degraded Service",""
"INC0259388","Assistance",""
"INC0259387","Degraded Service",""
"INC0259386","Degraded Service",""
"INC0259385","Degraded Service",""
"INC0259384","Degraded Service",""
"INC0259383","Degraded Service",""
"INC0259382","Degraded Service",""
"INC0259381","Degraded Service",""
"INC0259380","Assistance",""
"INC0259379","Degraded Service",""
"INC0259378","Degraded Service",""
"INC0259377","Degraded Service",""
"INC0259376","Degraded Service",""
"INC0259375","Degraded Service",""
"INC0259374","Assistance",""
"INC0259373","Degraded Service",""
"INC0259372","Assistance",""
"INC0259371","Assistance",""
"INC0259370","Assistance",""
"INC0259369","Assistance",""
"INC0259368","Degraded Service",""
"INC0259367","BitLocker",""
"INC0259366","Degraded Service",""
"INC0259365","Degraded Service",""
"INC0259364","Degraded Service",""
"INC0259363","Degraded Service",""
"INC0259362","Degraded Service",""
"INC0259361","Degraded Service",""
"INC0259360","Degraded Service",""
"INC0259359","Degraded Service",""
"INC0259358","Degraded Service",""
"INC0259357","Information",""
"INC0259356","Degraded Service",""
"INC0259355","Degraded Service",""
"INC0259354","Degraded Service",""
"INC0259353","Assistance",""
"INC0259352","Security","Malware"
"INC0259351","BitLocker",""
"INC0259350","Degraded Service",""
"INC0259348","Degraded Service",""
"INC0259347","Degraded Service",""
"INC0259346","Degraded Service",""
"INC0259345","Degraded Service",""
"INC0259344","BitLocker",""
"INC0259343","Degraded Service",""
"INC0259342","Degraded Service",""
"INC0259341","Degraded Service",""
"INC0259340","Degraded Service",""
"INC0259339","Hardware",""
"INC0259338","Degraded Service",""
"INC0259337","Degraded Service",""
"INC0259336","Degraded Service",""
"INC0259335","Degraded Service",""
"INC0259334","Degraded Service",""
"INC0259333","Degraded Service",""
"INC0259332","Degraded Service",""
"INC0259331","Degraded Service",""
"INC0259330","Degraded Service",""
"INC0259329","Degraded Service",""
"INC0259328","Degraded Service",""
"INC0259327","Assistance",""
"INC0259326","Maintenance",""
"INC0259325","Degraded Service",""
"INC0259324","Degraded Service",""
"INC0259323","Degraded Service",""
"INC0259322","Degraded Service",""
"INC0259321","Degraded Service",""
"INC0259320","Degraded Service",""
"INC0259319","Degraded Service",""
"INC0259318","Degraded Service",""
"INC0259317","Degraded Service",""
"INC0259316","Degraded Service",""
"INC0259315","Degraded Service",""
"INC0259314","Degraded Service",""
"INC0259313","Degraded Service",""
"INC0259312","Degraded Service",""
"INC0259311","Degraded Service",""
"INC0259310","Degraded Service",""
"INC0259309","Degraded Service",""
"INC0259308","Degraded Service",""
"INC0259307","Degraded Service",""
"INC0259306","Degraded Service",""
"INC0259305","Degraded Service",""
"INC0259304","Degraded Service",""
"INC0259303","Degraded Service",""
"INC0259302","Degraded Service",""
"INC0259301","Degraded Service",""
"INC0259300","Degraded Service",""
"INC0259299","BitLocker",""
"INC0259298","Degraded Service",""
"INC0259297","Assistance",""
"INC0259296","Data management",""
"INC0259294","Degraded Service",""
"INC0259293","Degraded Service",""
"INC0259292","Degraded Service",""
"INC0259291","Degraded Service",""
"INC0259290","Degraded Service",""
"INC0259289","Assistance",""
"INC0259288","Degraded Service",""
"INC0259287","Access rights",""
"INC0259286","Degraded Service",""
"INC0259285","Assistance",""
"INC0259284","Assistance",""
"INC0259283","Degraded Service",""
"INC0259282","Degraded Service",""
"INC0259281","Degraded Service",""
"INC0259280","Hardware issue",""
"INC0259279","Degraded Service",""
"INC0259278","BitLocker",""
"INC0259277","Hardware",""
"INC0259276","Degraded Service",""
"INC0259275","Degraded Service",""
"INC0259274","Assistance",""
"INC0259273","Assistance",""
"INC0259272","Data loss / corruption",""
"INC0259271","Degraded Service",""
"INC0259270","Assistance",""
"INC0259269","Degraded Service",""
"INC0259268","BitLocker",""
"INC0259267","Degraded Service",""
"INC0259266","BitLocker",""
"INC0259265","Assistance",""
"INC0259264","Degraded Service",""
"INC0259263","Assistance",""
"INC0259262","Degraded Service",""
"INC0259261","Access rights",""
"INC0259260","Degraded Service",""
"INC0259259","Degraded Service",""
"INC0259258","Degraded Service",""
"INC0259255","Information",""
"INC0259254","Assistance",""
"INC0259253","Degraded Service",""
"INC0259252","Hardware",""
"INC0259251","Degraded Service",""
"INC0259250","Assistance",""
"INC0259249","Data loss / corruption",""
"INC0259248","Degraded Service",""
"INC0259247","Security",""
"INC0259246","Degraded Service",""
"INC0259245","Assistance",""
"INC0259244","Hardware",""
"INC0259243","Degraded Service",""
"INC0259242","Data loss / corruption",""
"INC0259241","BitLocker",""
"INC0259240","Degraded Service",""
"INC0259239","Assistance",""
"INC0259238","Degraded Service",""
"INC0259237","Degraded Service",""
"INC0259236","Degraded Service",""
"INC0259235","Assistance",""
"INC0259234","Degraded Service",""
"INC0259233","Degraded Service",""
"INC0259232","Degraded Service",""
"INC0259231","Degraded Service",""
"INC0259230","Information",""
"INC0259229","Security",""
"INC0259227","Degraded Service",""
"INC0259226","Degraded Service",""
"INC0259225","Degraded Service",""
"INC0259224","Degraded Service",""
"INC0259223","Assistance",""
"INC0259222","Degraded Service",""
"INC0259221","Degraded Service",""
"INC0259220","Degraded Service",""
"INC0259219","Degraded Service",""
"INC0259218","Degraded Service",""
"INC0259217","Degraded Service",""
"INC0259216","Degraded Service",""
"INC0259215","Degraded Service",""
"INC0259214","BitLocker",""
"INC0259213","Degraded Service",""
"INC0259212","Degraded Service",""
"INC0259211","Degraded Service",""
"INC0259210","Degraded Service",""
"INC0259209","Hardware issue",""
"INC0259208","Hardware issue",""
"INC0259207","Degraded Service",""
"INC0259206","Degraded Service",""
"INC0259205","Degraded Service",""
"INC0259204","Assistance",""
"INC0259203","Assistance",""
"INC0259202","Degraded Service",""
"INC0259201","Degraded Service",""
"INC0259200","Degraded Service",""
"INC0259199","Information",""
"INC0259198","Degraded Service",""
"INC0259197","Degraded Service",""
"INC0259196","Degraded Service",""
"INC0259195","Degraded Service",""
"INC0259194","Assistance",""
"INC0259193","Assistance",""
"INC0259192","Degraded Service",""
"INC0259191","Degraded Service",""
"INC0259190","Degraded Service",""
"INC0259189","Degraded Service",""
"INC0259188","Degraded Service",""
"INC0259187","Degraded Service",""
"INC0259186","Degraded Service",""
"INC0259185","Degraded Service",""
"INC0259184","Hardware",""
"INC0259183","Degraded Service",""
"INC0259182","BitLocker",""
"INC0259181","Degraded Service",""
"INC0259180","Degraded Service",""
"INC0259179","Degraded Service",""
"INC0259178","Degraded Service",""
"INC0259177","Degraded Service",""
"INC0259176","Degraded Service",""
"INC0259175","Degraded Service",""
"INC0259174","Degraded Service",""
"INC0259173","Degraded Service",""
"INC0259172","Degraded Service",""
"INC0259171","Degraded Service",""
"INC0259170","Degraded Service",""
"INC0259169","Degraded Service",""
"INC0259168","Degraded Service",""
"INC0259167","Degraded Service",""
"INC0259166","Degraded Service",""
"INC0259165","Degraded Service",""
"INC0259164","Degraded Service",""
"INC0259163","Degraded Service",""
"INC0259162","Degraded Service",""
"INC0259161","Degraded Service",""
"INC0259160","Degraded Service",""
"INC0259159","Degraded Service",""
"INC0259158","Degraded Service",""
"INC0259157","Degraded Service",""
"INC0259156","Degraded Service",""
"INC0259155","Degraded Service",""
"INC0259154","Degraded Service",""
"INC0259153","Degraded Service",""
"INC0259152","Degraded Service",""
"INC0259151","Degraded Service",""
"INC0259150","Degraded Service",""
"INC0259149","Degraded Service",""
"INC0259148","Degraded Service",""
"INC0259147","Degraded Service",""
"INC0259146","Degraded Service",""
"INC0259145","Degraded Service",""
"INC0259144","Degraded Service",""
"INC0259143","Degraded Service",""
"INC0259142","Degraded Service",""
"INC0259141","Degraded Service",""
"INC0259140","Degraded Service",""
"INC0259139","Degraded Service",""
"INC0259138","Degraded Service",""
"INC0259137","Assistance",""
"INC0259136","Assistance",""
"INC0259135","Degraded Service",""
"INC0259134","Degraded Service",""
"INC0259133","Degraded Service",""
"INC0259132","Degraded Service",""
"INC0259131","Degraded Service",""
"INC0259130","Degraded Service",""
"INC0259129","Degraded Service",""
"INC0259128","Degraded Service",""
"INC0259127","Degraded Service",""
"INC0259126","Degraded Service",""
"INC0259125","Degraded Service",""
"INC0259124","Degraded Service",""
"INC0259123","Degraded Service",""
"INC0259122","Degraded Service",""
"INC0259121","Degraded Service",""
"INC0259120","Degraded Service",""
"INC0259119","Degraded Service",""
"INC0259118","Degraded Service",""
"INC0259117","Degraded Service",""
"INC0259116","Degraded Service",""
"INC0259115","Degraded Service",""
"INC0259114","Degraded Service",""
"INC0259113","Degraded Service",""
"INC0259112","Degraded Service",""
"INC0259111","Degraded Service",""
"INC0259110","Degraded Service",""
"INC0259109","Degraded Service",""
"INC0259108","Degraded Service",""
"INC0259107","Degraded Service",""
"INC0259106","Degraded Service",""
"INC0259105","Degraded Service",""
"INC0259104","Degraded Service",""
"INC0259103","Degraded Service",""
"INC0259102","Degraded Service",""
"INC0259101","Degraded Service",""
"INC0259100","Degraded Service",""
"INC0259099","Degraded Service",""
"INC0259098","Degraded Service",""
"INC0259097","Degraded Service",""
"INC0259096","Degraded Service",""
"INC0259095","Degraded Service",""
"INC0259094","Degraded Service",""
"INC0259093","Degraded Service",""
"INC0259092","Degraded Service",""
"INC0259091","Degraded Service",""
"INC0259090","Degraded Service",""
"INC0259089","Degraded Service",""
"INC0259088","Degraded Service",""
"INC0259087","Degraded Service",""
"INC0259086","Degraded Service",""
"INC0259085","Degraded Service",""
"INC0259084","Degraded Service",""
"INC0259083","Degraded Service",""
"INC0259082","Degraded Service",""
"INC0259081","BitLocker",""
"INC0259080","Degraded Service",""
"INC0259079","Degraded Service",""
"INC0259078","Degraded Service",""
"INC0259077","Degraded Service",""
"INC0259076","Degraded Service",""
"INC0259075","Degraded Service",""
"INC0259074","Degraded Service",""
"INC0259073","Degraded Service",""
"INC0259072","Degraded Service",""
"INC0259071","Degraded Service",""
"INC0259070","Degraded Service",""
"INC0259069","Assistance",""
"INC0259068","Degraded Service",""
"INC0259067","Degraded Service",""
"INC0259066","Degraded Service",""
"INC0259065","Degraded Service",""
"INC0259064","Degraded Service",""
"INC0259063","Degraded Service",""
"INC0259062","Degraded Service",""
"INC0259061","Assistance",""
"INC0259060","Degraded Service",""
"INC0259059","Degraded Service",""
"INC0259058","Degraded Service",""
"INC0259057","Degraded Service",""
"INC0259056","Degraded Service",""
"INC0259055","Degraded Service",""
"INC0259054","Degraded Service",""
"INC0259053","Assistance",""
"INC0259052","Degraded Service",""
"INC0259051","Degraded Service",""
"INC0259050","Degraded Service",""
"INC0259049","Degraded Service",""
"INC0259048","Degraded Service",""
"INC0259047","Degraded Service",""
"INC0259046","Degraded Service",""
"INC0259044","Degraded Service",""
"INC0259043","Degraded Service",""
"INC0259042","Degraded Service",""
"INC0259041","Assistance",""
"INC0259040","Assistance",""
"INC0259039","Assistance",""
"INC0259038","Degraded Service",""
"INC0259037","Degraded Service",""
"INC0259036","Degraded Service",""
"INC0259035","Degraded Service",""
"INC0259034","Degraded Service",""
"INC0259033","Degraded Service",""
"INC0259032","Data management",""
"INC0259030","Degraded Service",""
"INC0259029","Degraded Service",""
"INC0259028","Account Locked",""
"INC0259027","Data loss / corruption",""
"INC0259026","Data loss / corruption",""
"INC0259025","Service Outage",""
"INC0259024","Degraded Service",""
"INC0259023","Degraded Service",""
"INC0259022","Degraded Service",""
"INC0259021","Information",""
"INC0259020","Degraded Service",""
"INC0259019","Degraded Service",""
"INC0259018","Degraded Service",""
"INC0259017","Degraded Service",""
"INC0259016","Assistance",""
"INC0259015","Degraded Service",""
"INC0259013","Degraded Service",""
"INC0259014","Degraded Service",""
"INC0259012","Degraded Service",""
"INC0259011","Degraded Service",""
"INC0259010","Degraded Service",""
"INC0259009","Degraded Service",""
"INC0259008","Degraded Service",""
"INC0259007","Degraded Service",""
"INC0259006","Degraded Service",""
"INC0259005","Security","Privileged account"
"INC0259004","Degraded Service",""
"INC0259003","Degraded Service",""
"INC0259002","Degraded Service",""
"INC0259001","Degraded Service",""
"INC0259000","Degraded Service",""
"INC0258999","Degraded Service",""
"INC0258998","Degraded Service",""
"INC0258997","Degraded Service",""
"INC0258996","Degraded Service",""
"INC0258995","Degraded Service",""
"INC0258994","Degraded Service",""
"INC0258993","Degraded Service",""
"INC0258992","Degraded Service",""
"INC0258991","Degraded Service",""
"INC0258990","Data loss / corruption",""
"INC0258989","Degraded Service",""
"INC0258988","Degraded Service",""
"INC0258987","Degraded Service",""
"INC0258986","Assistance",""
"INC0258985","Degraded Service",""
"INC0258984","Degraded Service",""
"INC0258983","Degraded Service",""
"INC0258982","Degraded Service",""
"INC0258981","Degraded Service",""
"INC0258980","Degraded Service",""
